game_id,Bot_nickname,Player_nickname,initial_time_seconds,rating_mode,Player_max_point,Player_avg_bingo,Player_word_len,Player_game,Bot_score,Player_score,Bot_rating,created_at,hist_player_score,Player_Double_Word,Player_Triple_Word,Player_Double_Letter,Player_Triple_Letter,hist_player_RATING_20,Player_rating
51975,STEEBot,Jammiwam,720,1,66,0.094469193,3.210759404,1,458,292,1935,4,1700,5.431034483,2.655172414,5.327586207,3.212643678,1700,
9861,STEEBot,DGAMBLE,1200,1,70,0.156502321,3.879976422,1,323,449,2019,5,1700,4.607843137,2.784313725,5.078431373,3.137254902,1700,
4808,STEEBot,Jammiwam,720,1,63,0.094469193,3.210759404,2,477,296,1938,8,1683.5,5.431034483,2.655172414,5.327586207,3.212643678,1691.75,
28557,STEEBot,Jammiwam,720,1,46,0.094469193,3.210759404,3,448,256,1940,10,1667.3,5.431034483,2.655172414,5.327586207,3.212643678,1683.65,
37073,STEEBot,Jammiwam,720,1,88,0.094469193,3.210759404,4,452,351,1942,12,1651.3,5.431034483,2.655172414,5.327586207,3.212643678,1675.65,
35376,STEEBot,Jammiwam,1200,1,70,0.094469193,3.210759404,5,401,270,1782,18,1635.5,5.431034483,2.655172414,5.327586207,3.212643678,1667.75,
23243,STEEBot,Jammiwam,1200,1,38,0.094469193,3.210759404,6,442,303,1786,20,1603.7,5.431034483,2.655172414,5.327586207,3.212643678,1651.85,
17257,STEEBot,Jammiwam,1200,1,48,0.094469193,3.210759404,7,428,291,1790,21,1572.3,5.431034483,2.655172414,5.327586207,3.212643678,1636.15,
27007,STEEBot,Jammiwam,1200,1,45,0.094469193,3.210759404,8,516,252,1794,22,1541.3,5.431034483,2.655172414,5.327586207,3.212643678,1620.65,
50904,STEEBot,hannahbanana,720,1,42,0.113804979,3.25514841,1,559,218,1946,25,1700,4.614118896,3.026539278,5.458598726,2.993099788,1700,
24711,STEEBot,hannahbanana,720,1,29,0.113804979,3.25514841,2,457,301,1949,26,1684.6,4.614118896,3.026539278,5.458598726,2.993099788,1692.3,
15938,STEEBot,hannahbanana,720,1,71,0.113804979,3.25514841,3,404,298,1951,27,1669.5,4.614118896,3.026539278,5.458598726,2.993099788,1684.75,
12965,STEEBot,hannahbanana,720,1,82,0.113804979,3.25514841,4,402,374,1954,28,1654.6,4.614118896,3.026539278,5.458598726,2.993099788,1677.3,
55910,STEEBot,hannahbanana,720,1,80,0.113804979,3.25514841,5,410,345,1955,29,1640,4.614118896,3.026539278,5.458598726,2.993099788,1670,
53066,STEEBot,hannahbanana,720,1,69,0.113804979,3.25514841,6,310,348,1958,30,1625.5,4.614118896,3.026539278,5.458598726,2.993099788,1662.75,
5190,STEEBot,hannahbanana,720,1,85,0.113804979,3.25514841,7,428,324,1940,31,1691.3,4.614118896,3.026539278,5.458598726,2.993099788,1695.65,
16700,STEEBot,hannahbanana,720,1,88,0.113804979,3.25514841,8,330,546,1943,32,1675.3,4.614118896,3.026539278,5.458598726,2.993099788,1687.65,
3394,STEEBot,hannahbanana,720,1,70,0.113804979,3.25514841,9,374,375,1925,34,1739.6,4.614118896,3.026539278,5.458598726,2.993099788,1719.8,
48681,STEEBot,hannahbanana,720,1,70,0.113804979,3.25514841,10,548,271,1909,35,1802.1,4.614118896,3.026539278,5.458598726,2.993099788,1751.05,
22205,STEEBot,hannahbanana,720,1,104,0.113804979,3.25514841,11,462,408,1913,36,1783,4.614118896,3.026539278,5.458598726,2.993099788,1741.5,
34640,STEEBot,hannahbanana,720,1,33,0.113804979,3.25514841,12,416,283,1916,37,1779.7,4.614118896,3.026539278,5.458598726,2.993099788,1732.15,
19636,STEEBot,hannahbanana,720,1,75,0.113804979,3.25514841,13,541,412,1920,39,1776.4,4.614118896,3.026539278,5.458598726,2.993099788,1722.95,
53145,STEEBot,Jammiwam,1200,1,78,0.094469193,3.210759404,9,478,345,1798,40,1510.7,5.431034483,2.655172414,5.327586207,3.212643678,1605.35,
53779,STEEBot,hannahbanana,720,1,92,0.113804979,3.25514841,14,470,416,1923,41,1773.3,4.614118896,3.026539278,5.458598726,2.993099788,1713.95,
17586,STEEBot,hannahbanana,720,1,72,0.113804979,3.25514841,15,481,351,1929,43,1770.2,4.614118896,3.026539278,5.458598726,2.993099788,1705.1,
40872,STEEBot,Jammiwam,1200,1,61,0.094469193,3.210759404,10,503,305,1801,44,1480.5,5.431034483,2.655172414,5.327586207,3.212643678,1590.25,
33063,STEEBot,hannahbanana,720,1,76,0.113804979,3.25514841,16,466,351,1932,45,1767.6,4.614118896,3.026539278,5.458598726,2.993099788,1696.55,
48780,STEEBot,hannahbanana,720,1,99,0.113804979,3.25514841,17,399,404,1935,47,1685,4.614118896,3.026539278,5.458598726,2.993099788,1688.15,
16968,STEEBot,DGAMBLE,1200,1,74,0.156502321,3.879976422,2,423,383,2034,49,1771.9,4.607843137,2.784313725,5.078431373,3.137254902,1735.95,
6163,STEEBot,Numbat,1200,1,72,0.148228181,3.690818867,1,408,392,2027,55,1700,4.932432432,2.887387387,5.725225225,2.869369369,1700,
29942,STEEBot,Numbat,1200,1,70,0.148228181,3.690818867,2,471,344,2038,57,1692.7,4.932432432,2.887387387,5.725225225,2.869369369,1696.35,
21892,STEEBot,marvin,60,1,74,0.145627708,3.566588576,1,472,331,2102,69,1700,4.735604217,2.887266829,5.183292782,2.623682076,1700,
17583,STEEBot,marvin,60,1,82,0.145627708,3.566588576,2,441,399,2104,72,1700.2,4.735604217,2.887266829,5.183292782,2.623682076,1700.1,
8020,STEEBot,marvin,60,1,81,0.145627708,3.566588576,3,519,338,2110,75,1700.6,4.735604217,2.887266829,5.183292782,2.623682076,1700.3,
48624,STEEBot,marvin,60,1,77,0.145627708,3.566588576,4,362,375,2112,76,1701.6,4.735604217,2.887266829,5.183292782,2.623682076,1700.8,
45311,STEEBot,marvin,60,1,86,0.145627708,3.566588576,5,430,428,2115,79,1702.8,4.735604217,2.887266829,5.183292782,2.623682076,1701.4,
21442,STEEBot,Kevin_818,1200,0,86,0.171192577,3.875871693,1,371,433,1805,81,1700,4.830357143,3,6.303571429,3.089285714,1700,
31494,STEEBot,Kevin_818,1200,0,76,0.171192577,3.875871693,2,380,545,1805,83,1750.5,4.830357143,3,6.303571429,3.089285714,1725.25,
42769,STEEBot,marvin,60,1,76,0.145627708,3.566588576,6,409,358,2119,107,1704.3,4.735604217,2.887266829,5.183292782,2.623682076,1702.15,
57985,STEEBot,marvin,60,1,70,0.145627708,3.566588576,7,428,419,2122,109,1706.2,4.735604217,2.887266829,5.183292782,2.623682076,1703.1,
100,STEEBot,marvin,60,1,86,0.145627708,3.566588576,8,479,329,2126,110,1708.4,4.735604217,2.887266829,5.183292782,2.623682076,1704.2,
9506,STEEBot,marvin,60,1,74,0.145627708,3.566588576,9,435,350,2130,111,1711,4.735604217,2.887266829,5.183292782,2.623682076,1705.5,
15687,STEEBot,marvin,60,1,45,0.145627708,3.566588576,10,407,314,2132,113,1714,4.735604217,2.887266829,5.183292782,2.623682076,1707,
2286,STEEBot,marvin,60,1,48,0.145627708,3.566588576,11,425,253,2135,114,1717.2,4.735604217,2.887266829,5.183292782,2.623682076,1708.6,
9166,STEEBot,Oribatid,720,1,78,0.113914419,3.506460484,1,403,487,1919,125,1700,4.866666667,2.666666667,5.6,2.533333333,1700,
61017,STEEBot,barikayak,1500,0,102,0.137506353,3.692808507,1,415,492,1795,129,1700,4.842105263,2.736842105,5.894736842,2.815789474,1700,
60363,STEEBot,Praveen2005,1140,0,67,0.097258624,2.78884253,1,487,327,2105,130,1700,4.909090909,2.454545455,4.818181818,2.363636364,1700,
48536,STEEBot,Kevin_818,1200,0,82,0.171192577,3.875871693,3,465,404,1795,131,1801,4.830357143,3,6.303571429,3.089285714,1750.5,
68919,STEEBot,Kevin_818,1200,0,72,0.171192577,3.875871693,4,387,418,1781,133,1770.5,4.830357143,3,6.303571429,3.089285714,1735.25,
9603,STEEBot,barikayak,1500,0,57,0.137506353,3.692808507,2,475,395,1781,134,1749.5,4.842105263,2.736842105,5.894736842,2.815789474,1724.75,
55363,STEEBot,Kevin_818,1200,0,77,0.171192577,3.875871693,5,333,498,1787,137,1818.6,4.830357143,3,6.303571429,3.089285714,1759.3,
24347,STEEBot,Kevin_818,1200,0,89,0.171192577,3.875871693,6,278,504,1787,138,1867.3,4.830357143,3,6.303571429,3.089285714,1783.65,
67980,STEEBot,marvin,60,1,86,0.145627708,3.566588576,12,413,367,2138,139,1720.5,4.735604217,2.887266829,5.183292782,2.623682076,1710.35,
16141,STEEBot,Praveen2005,1140,0,82,0.097258624,2.78884253,2,386,407,2116,140,1700.5,4.909090909,2.454545455,4.818181818,2.363636364,1700.25,
39509,STEEBot,marvin,60,1,94,0.145627708,3.566588576,13,458,446,2140,141,1723.9,4.735604217,2.887266829,5.183292782,2.623682076,1712.25,
54366,STEEBot,scrabble_12,3600,1,90,0.213477103,4.094029159,1,400,620,2120,143,1700,4.739130435,2.956521739,6.565217391,2.652173913,1700,
3791,STEEBot,rcg,720,0,63,0.146676906,3.493053434,1,362,373,1905,144,1700,5.130434783,2.936758893,5.798418972,2.62055336,1700,
70160,STEEBot,Praveen2005,1140,0,84,0.097258624,2.78884253,3,430,212,2090,147,1782.1,4.909090909,2.454545455,4.818181818,2.363636364,1741.05,
2511,STEEBot,rcg,720,0,38,0.146676906,3.493053434,2,414,230,1905,149,1760.5,5.130434783,2.936758893,5.798418972,2.62055336,1730.25,
63746,STEEBot,Kevin_818,1200,0,78,0.171192577,3.875871693,7,379,387,1773,151,1916,4.830357143,3,6.303571429,3.089285714,1808,
4322,STEEBot,Kevin_818,1200,0,87,0.171192577,3.875871693,8,412,396,1773,155,1963.3,4.830357143,3,6.303571429,3.089285714,1831.65,
39724,STEEBot,TileRunner,1500,1,76,0.135064936,3.711739971,1,473,421,1808,165,1700,4.914498141,3.05204461,5.925650558,2.784386617,1700,
25560,STEEBot,marvin,60,1,48,0.145627708,3.566588576,14,310,256,2142,166,1726.9,4.735604217,2.887266829,5.183292782,2.623682076,1714.25,
51622,STEEBot,TileRunner,1500,1,131,0.135064936,3.711739971,2,425,401,1822,167,1670.8,4.914498141,3.05204461,5.925650558,2.784386617,1685.4,
50485,STEEBot,marvin,60,1,75,0.145627708,3.566588576,15,473,298,2145,169,1729.9,4.735604217,2.887266829,5.183292782,2.623682076,1716.35,
18646,STEEBot,marvin,60,1,98,0.145627708,3.566588576,16,524,388,2147,170,1732.9,4.735604217,2.887266829,5.183292782,2.623682076,1718.6,
11895,STEEBot,marvin,60,1,48,0.145627708,3.566588576,17,459,271,2149,171,1735.7,4.735604217,2.887266829,5.183292782,2.623682076,1720.95,
42123,STEEBot,TileRunner,1500,1,68,0.135064936,3.711739971,3,497,359,1824,172,1643,4.914498141,3.05204461,5.925650558,2.784386617,1671.5,
23300,STEEBot,marvin,60,1,77,0.145627708,3.566588576,18,396,308,2152,174,1738.4,4.735604217,2.887266829,5.183292782,2.623682076,1723.4,
4265,STEEBot,TileRunner,1500,1,76,0.135064936,3.711739971,4,288,472,1837,175,1615.4,4.914498141,3.05204461,5.925650558,2.784386617,1657.7,
32314,STEEBot,marvin,60,1,96,0.145627708,3.566588576,19,404,445,2154,176,1741,4.735604217,2.887266829,5.183292782,2.623682076,1726,
44182,STEEBot,marvin,60,1,76,0.145627708,3.566588576,20,437,341,2136,177,1823.4,4.735604217,2.887266829,5.183292782,2.623682076,1768.7,
63370,STEEBot,marvin,60,1,92,0.145627708,3.566588576,21,399,447,2140,179,1823.8,4.735604217,2.887266829,5.183292782,2.623682076,1790.5,
71245,STEEBot,marvin,60,1,76,0.145627708,3.566588576,22,472,460,2122,180,1904.3,4.735604217,2.887266829,5.183292782,2.623682076,1792.4,
35797,STEEBot,marvin,60,1,63,0.145627708,3.566588576,23,525,338,2124,181,1902.7,4.735604217,2.887266829,5.183292782,2.623682076,1793.3,
3622,STEEBot,marvin,60,1,68,0.145627708,3.566588576,24,488,291,2126,182,1901.1,4.735604217,2.887266829,5.183292782,2.623682076,1794,
14404,STEEBot,marvin,60,1,78,0.145627708,3.566588576,25,349,457,2128,184,1899.5,4.735604217,2.887266829,5.183292782,2.623682076,1794.7,
14051,STEEBot,marvin,60,1,74,0.145627708,3.566588576,26,422,364,2110,185,1977.8,4.735604217,2.887266829,5.183292782,2.623682076,1795.35,
1849,STEEBot,marvin,60,1,89,0.145627708,3.566588576,27,450,335,2112,186,1974.1,4.735604217,2.887266829,5.183292782,2.623682076,1794.9,
8733,STEEBot,TileRunner,1500,1,91,0.135064936,3.711739971,5,363,473,1829,187,1669.1,4.914498141,3.05204461,5.925650558,2.784386617,1684.55,
19760,STEEBot,TileRunner,1500,1,79,0.135064936,3.711739971,6,469,381,1822,188,1722,4.914498141,3.05204461,5.925650558,2.784386617,1711,
63766,STEEBot,cooper,600,1,77,0.142905991,3.52192557,1,504,300,1905,189,1700,4.75,2.96875,5.78125,3.1875,1700,
26417,STEEBot,TileRunner,1500,1,77,0.135064936,3.711739971,7,384,427,1835,190,1694.2,4.914498141,3.05204461,5.925650558,2.784386617,1697.1,
38192,STEEBot,barikayak,1500,0,82,0.137506353,3.692808507,3,433,428,1835,191,1717.6,4.842105263,2.736842105,5.894736842,2.815789474,1708.8,
53827,STEEBot,cooper,600,1,95,0.142905991,3.52192557,2,491,369,1913,192,1680.5,4.75,2.96875,5.78125,3.1875,1690.25,
33926,STEEBot,TileRunner,1500,1,80,0.135064936,3.711739971,8,378,455,1828,193,1747.7,4.914498141,3.05204461,5.925650558,2.784386617,1723.85,
2791,STEEBot,cooper,600,1,77,0.142905991,3.52192557,3,443,436,1922,194,1661.8,4.75,2.96875,5.78125,3.1875,1680.9,
70697,STEEBot,TileRunner,1500,1,69,0.135064936,3.711739971,9,489,261,1821,195,1800.5,4.914498141,3.05204461,5.925650558,2.784386617,1750.25,
31487,STEEBot,cooper,600,1,72,0.142905991,3.52192557,4,377,369,1929,196,1644,4.75,2.96875,5.78125,3.1875,1672,
18481,STEEBot,cooper,600,1,78,0.142905991,3.52192557,5,334,446,1936,197,1626.9,4.75,2.96875,5.78125,3.1875,1663.45,
25134,STEEBot,cooper,600,1,77,0.142905991,3.52192557,6,449,361,1923,198,1690.5,4.75,2.96875,5.78125,3.1875,1695.25,
44120,STEEBot,cooper,600,1,74,0.142905991,3.52192557,7,400,352,1930,199,1672.8,4.75,2.96875,5.78125,3.1875,1686.4,
56084,STEEBot,mcqueen,840,1,75,0.051332378,3.166214147,1,492,362,1854,208,1700,5.179487179,3.974358974,5.153846154,2.41025641,1700,
21782,STEEBot,JASHITHRA,900,1,17,0,1.866666667,1,602,130,2097,209,1700,2,2,7,3,1700,
46173,STEEBot,mcqueen,840,1,70,0.051332378,3.166214147,2,422,327,1857,210,1675.4,5.179487179,3.974358974,5.153846154,2.41025641,1687.7,
11418,STEEBot,cooper,600,1,86,0.142905991,3.52192557,8,435,357,1937,214,1655.8,4.75,2.96875,5.78125,3.1875,1677.9,
31197,STEEBot,cooper,600,1,92,0.142905991,3.52192557,9,448,403,1944,217,1639.5,4.75,2.96875,5.78125,3.1875,1669.75,
30924,STEEBot,Haz8886,1200,1,88,0.147332834,3.680209873,1,550,358,2102,219,1700,4.62,3.24,5.6,2.38,1700,
4641,STEEBot,EvilCactus,600,1,102,0.127202176,3.567195442,1,451,386,1944,222,1700,4.666666667,2.948717949,5.512820513,3.179487179,1700,
67628,STEEBot,cooper,600,1,72,0.142905991,3.52192557,10,412,383,1950,223,1623.9,4.75,2.96875,5.78125,3.1875,1661.95,
5957,STEEBot,EvilCactus,600,1,70,0.127202176,3.567195442,2,395,389,1956,225,1684.4,4.666666667,2.948717949,5.512820513,3.179487179,1692.2,
68051,STEEBot,cooper,600,1,45,0.142905991,3.52192557,11,348,314,1962,227,1608.9,4.75,2.96875,5.78125,3.1875,1654.45,
44466,STEEBot,cooper,600,1,80,0.142905991,3.52192557,12,372,400,1972,229,1614.6,4.75,2.96875,5.78125,3.1875,1647.55,
9122,STEEBot,cooper,600,1,64,0.142905991,3.52192557,13,351,386,1958,231,1700.5,4.75,2.96875,5.78125,3.1875,1681.15,
54645,STEEBot,cooper,600,1,83,0.142905991,3.52192557,14,509,422,1945,234,1784.1,4.75,2.96875,5.78125,3.1875,1714.05,
46000,STEEBot,cooper,600,1,70,0.142905991,3.52192557,15,501,367,1951,237,1785.7,4.75,2.96875,5.78125,3.1875,1706.3,
7293,STEEBot,cooper,600,1,68,0.142905991,3.52192557,16,321,454,1958,240,1707.2,4.75,2.96875,5.78125,3.1875,1698.85,
51242,STEEBot,cooper,600,1,62,0.142905991,3.52192557,17,588,274,1944,244,1790.7,4.75,2.96875,5.78125,3.1875,1731.75,
18444,STEEBot,cooper,600,1,77,0.142905991,3.52192557,18,415,346,1951,247,1792.1,4.75,2.96875,5.78125,3.1875,1723.95,
34749,STEEBot,cooper,600,1,91,0.142905991,3.52192557,19,421,401,1957,249,1793.5,4.75,2.96875,5.78125,3.1875,1716.5,
46749,STEEBot,cooper,600,1,75,0.142905991,3.52192557,20,400,417,1963,251,1794.8,4.75,2.96875,5.78125,3.1875,1709.35,
50241,STEEBot,Naqib123,3600,0,78,0.119188872,3.412398722,1,556,330,2106,253,1700,4.385844749,2.938356164,5.641552511,2.714611872,1700,
24959,STEEBot,cooper,600,1,76,0.142905991,3.52192557,21,435,407,1949,254,1876.1,4.75,2.96875,5.78125,3.1875,1722.5,
44680,STEEBot,cooper,600,1,77,0.142905991,3.52192557,22,333,432,1955,256,1874.8,4.75,2.96875,5.78125,3.1875,1724.7,
47004,STEEBot,cooper,600,1,62,0.142905991,3.52192557,23,420,384,1942,257,1873.1,4.75,2.96875,5.78125,3.1875,1726.8,
16803,STEEBot,cooper,600,1,63,0.142905991,3.52192557,24,423,337,1948,260,1791.5,4.75,2.96875,5.78125,3.1875,1727.8,
